# Avida Average Data
# Thu Feb  8 22:29:14 2024
#  1: Update
#  2: Merit
#  3: Gestation Time
#  4: Fitness
#  5: Repro Rate?
#  6: (deprecated) Size
#  7: Copied Size
#  8: Executed Size
#  9: (deprecated) Abundance
# 10: Proportion of organisms that gave birth in this update
# 11: Proportion of Breed True Organisms
# 12: (deprecated) Genotype Depth
# 13: Generation
# 14: Neutral Metric
# 15: Lineage Label
# 16: True Replication Rate (based on births/update, time-averaged)

0 320 0 0 0 0 320 320 0 1 1 0 0 0 0 0 
100 318.76 468.825 0.0413426 0 0 320 318.76 0 0 0 0 0.248056 0.0106678 0 0 
200 317 1914.95 0.0815387 0 0 319.999 317 0 0.000833333 0.000833333 0 0.9275 0.00104759 0 0 
300 316.715 2201.18 0.0817194 0 0 320 316.715 0 0.00166667 0.000277778 0 1.20194 -0.0264878 0 0 
400 315.135 4315.21 0.0957128 0 0 320 315.135 0 0.00318218 0.00159109 0 2.20167 -0.0468157 0 0 
500 314.956 4850.28 0.0933277 0 0 319.999 314.956 0 0.00168919 0.00168919 0 2.8484 -0.0994894 0 0.0447937 
600 314.917 4818.38 0.0957369 0 0 319.997 314.917 0 0.00319197 0.00227998 0 3.4788 -0.0900444 0 0.0257069 
700 314.914 4610.97 0.100982 0 0 320.006 314.914 0 0.00419972 0.00279981 0 4.19925 -0.0853208 0 0.0237996 
800 314.887 4269.11 0.107831 0 0 320.007 314.887 0 0.00334448 0.0028667 0 5.01242 -0.0146502 0 0.0277593 
900 314.857 4108.38 0.111126 0 0 320.009 314.857 0 0.00373657 0.0032695 0 5.75993 0.0593439 0 0.0296285 
1000 314.846 4134.64 0.110301 0 0 320.012 314.846 0 0.00419972 0.00326645 0 6.4601 0.140828 0 0.0302026 
1100 314.822 4173.81 0.108729 0 0 320.01 314.822 0 0.00278552 0.00232126 0 7.19081 0.0434712 0 0.0315578 
1200 314.784 4196.45 0.108977 0 0 320.009 314.784 0 0.00136488 0.000909918 0 7.90901 -0.00890749 0 0.0319682 
1300 314.764 4159.98 0.109074 0 0 320.013 314.764 0 0.00539326 0.00404494 0 8.63146 -0.0493051 0 0.0316281 
1400 314.738 4301.08 0.10618 0 0 320.014 314.738 0 0.00090009 0.000450045 0 9.33978 -0.116789 0 0.0313817 
1500 314.698 4293.6 0.106073 0 0 320.007 314.698 0 0.00180587 0.00180587 0 10.0334 -0.162974 0 0.0310472 
1600 314.647 4383.29 0.104511 0 0 319.997 314.647 0 0.00368324 0.00322284 0 10.7251 -0.107948 0 0.0301649 
1700 314.614 4512.53 0.102509 0 0 319.989 314.614 0 0.00322729 0.00276625 0 11.4085 -0.00865499 0 0.0299539 
1800 314.586 4333.91 0.106649 0 0 319.992 314.586 0 0.00227687 0.000910747 0 12.133 0.0700086 0 0.0307221 
1900 314.541 4280.29 0.106955 0 0 319.984 314.541 0 0.00503663 0.00320513 0 12.8617 0.162241 0 0.0306757 
