# Avida Dominant Parasite Data
# Thu Feb  8 22:42:31 2024
#  1: Update
#  2: Number of Extant Parasites

0 1987 
100 2322 
200 3276 
300 3436 
400 2052 
500 1847 
600 1759 
700 1671 
800 1627 
900 1552 
1000 1611 
1100 1712 
1200 1754 
1300 1797 
1400 1854 
1500 1796 
1600 1780 
1700 1768 
1800 1772 
1900 1782 
2000 1744 
2100 1776 
2200 1779 
2300 1768 
2400 1735 
2500 1724 
2600 1703 
2700 1756 
2800 1771 
2900 1768 
3000 1751 
3100 1680 
3200 1625 
3300 1653 
3400 1659 
3500 1701 
3600 1887 
3700 2071 
3800 2172 
3900 2247 
4000 2188 
4100 2062 
4200 1982 
4300 1855 
4400 1810 
4500 1793 
4600 1803 
4700 1776 
4800 1826 
4900 1838 
5000 1761 
