# Avida tasks data
# Thu Feb  8 22:42:31 2024
# First column gives the current update, next columns give the number
# of Parasites that have the particular task
#  1: Update
#  2: Not
#  3: Nand
#  4: And
#  5: OrNot
#  6: Or
#  7: AndNot
#  8: Nor
#  9: Xor
# 10: Equals

0 0 0 0 0 0 0 0 0 0 
100 1774 1858 189 1213 0 363 0 0 0 
200 2842 2772 273 1721 0 534 0 0 0 
300 3100 3001 299 1873 0 582 0 0 0 
400 2183 1989 226 1163 0 367 0 0 0 
500 1897 1647 194 944 0 314 0 0 0 
600 1833 1553 185 892 0 292 1 0 0 
700 1805 1487 179 866 0 276 2 0 0 
800 1665 1360 187 772 1 210 2 0 0 
900 1665 1332 182 714 0 199 4 0 0 
1000 1731 1366 145 673 1 197 5 0 0 
1100 1816 1384 124 674 0 204 10 0 0 
1200 1893 1419 115 665 0 197 10 0 0 
1300 1923 1439 115 670 0 177 6 0 0 
1400 1984 1437 113 651 0 133 4 0 0 
1500 1883 1376 85 588 0 132 0 0 0 
1600 1886 1324 73 557 0 115 0 0 0 
1700 1884 1311 69 544 0 114 0 0 0 
1800 1916 1275 55 510 0 92 0 0 0 
1900 1907 1280 55 491 0 79 0 0 0 
2000 1862 1208 59 473 0 82 0 0 0 
2100 1866 1164 52 451 0 65 0 0 0 
2200 1901 1146 45 445 0 69 0 0 0 
2300 1874 1148 37 439 0 77 0 0 0 
2400 1842 1112 36 405 0 77 1 0 0 
2500 1815 1061 35 356 0 68 0 0 0 
2600 1825 1061 35 292 0 51 0 0 0 
2700 1880 1068 33 306 0 61 0 0 0 
2800 1901 1058 31 285 0 47 0 0 0 
2900 1890 1052 32 283 0 36 0 0 0 
3000 1850 1007 38 280 0 35 0 0 0 
3100 1767 949 41 276 0 43 0 0 0 
3200 1721 882 37 268 0 49 0 0 0 
3300 1710 876 32 349 0 60 0 0 0 
3400 1740 944 29 516 0 74 0 0 0 
3500 1786 1021 21 755 0 73 0 0 0 
3600 1969 1155 8 1128 0 98 0 0 0 
3700 2174 1383 5 1623 0 120 0 0 0 
3800 2179 1435 6 1868 0 137 0 0 0 
3900 2262 1480 4 2097 1 165 0 0 0 
4000 2187 1470 6 2138 1 154 1 0 0 
4100 2075 1406 6 2082 1 128 1 0 0 
4200 1990 1348 2 2000 0 119 1 0 0 
4300 1882 1303 2 1894 0 103 0 0 0 
4400 1859 1295 2 1870 0 108 0 0 0 
4500 1810 1332 1 1812 0 103 1 0 0 
4600 1822 1338 1 1834 1 90 1 0 0 
4700 1791 1385 3 1828 1 101 0 0 0 
4800 1820 1422 2 1844 2 101 0 0 0 
4900 1794 1383 2 1857 0 95 2 0 0 
5000 1770 1350 2 1827 2 90 2 0 0 
