# Thu Feb 22 17:00:40 2024
#  1: Update
#  2: Unique Phenotypes (by task done)
#  3: Shannon Diversity of Phenotypes (by task done)
#  4: Unique Phenotypes (by task count)
#  5: Average Phenotype Shannon Diversity (by task count)
#  6: Average Task Diversity (number of different tasks)

0 1 0 1 0 0 
100 1 0 1 0 1 
200 1 0 1 0 1 
300 1 0 1 0 1 
400 1 0 1 0 1 
500 1 0 1 0 1 
600 1 0 1 0 1 
700 1 0 1 0 1 
800 1 0 1 0 1 
900 1 0 1 0 1 
1000 1 0 1 0 1 
1100 1 0 3 0 1 
1200 2 0.0206113 5 0 1 
1300 2 0.0230251 6 0 1 
1400 2 0.032476 6 0 1 
1500 2 0.0349187 5 0 1 
1600 2 0.0505209 4 0 1 
1700 2 0.0911424 2 0 1 
1800 2 0.145354 2 0 1 
1900 3 0.306442 3 0 1 
2000 3 0.455182 3 0 1 
2100 3 0.702516 3 0 1 
2200 3 0.921443 3 0 1 
2300 3 1.01346 3 0 1 
2400 4 1.03541 4 0 1 
2500 4 1.0702 4 0 1 
