# Avida Average Data
# Thu Feb 22 17:00:40 2024
#  1: Update
#  2: Merit
#  3: Gestation Time
#  4: Fitness
#  5: Repro Rate?
#  6: (deprecated) Size
#  7: Copied Size
#  8: Executed Size
#  9: (deprecated) Abundance
# 10: Proportion of organisms that gave birth in this update
# 11: Proportion of Breed True Organisms
# 12: (deprecated) Genotype Depth
# 13: Generation
# 14: Neutral Metric
# 15: Lineage Label
# 16: True Replication Rate (based on births/update, time-averaged)

0 320 0 0 0 0 320 320 0 1 1 0 0 0 0 0 
100 315 1890 0.166667 0 0 320 315 0 0 0 0 1 0.691724 0 0 
200 315 1890 0.166667 0 0 320 315 0 0 0 0 3 -0.126773 0 0 
300 315 1890 0.166667 0 0 320 315 0 0 0 0 4 0.797585 0 0 
400 315 1889.91 0.166675 0 0 320 315 0 0 0 0 6 0.973322 0 0 
500 315 1894.52 0.16633 0 0 320 315 0 0.0444444 0.0444444 0 7.11852 1.01286 0 0.112685 
600 314.889 1923.6 0.164955 0 0 319.991 314.889 0 0 0 0 8.93396 1.03565 0 0.107544 
700 314.825 1892.09 0.166429 0 0 319.972 314.825 0 0.0239521 0.0188195 0 10.8306 1.33348 0 0.107262 
800 314.795 1894.28 0.166346 0 0 319.97 314.795 0 0 0 0 11.9377 1.25943 0 0.110524 
900 314.742 1896.03 0.166243 0 0 319.966 314.742 0 0.00141093 0.000705467 0 13.9083 1.32446 0 0.109695 
1000 314.719 1912.2 0.165628 0 0 319.953 314.719 0 0.00411262 0.00347991 0 14.9038 1.37834 0 0.109045 
1100 314.756 2017.77 0.161302 0 0 319.954 314.756 0 0.00203252 0.00029036 0 16.689 1.35026 0 0.106267 
1200 314.71 2032.73 0.16094 0 0 319.931 314.71 0 0.0234463 0.0161017 0 18.2828 1.40574 0 0.10022 
1300 314.689 2056.37 0.159863 0 0 319.944 314.689 0 0.00168681 0.000562272 0 19.4636 1.2087 0 0.100424 
1400 314.623 2047.13 0.160428 0 0 319.931 314.623 0 0.00896861 0.007287 0 21.0406 1.25859 0 0.0916157 
1500 314.569 2234.58 0.154004 0 0 319.93 314.569 0 0.00253593 0.00253593 0 21.9039 1.36154 0 0.0881234 
1600 314.536 2652.09 0.143078 0 0 319.927 314.536 0 0.00397389 0.00340619 0 22.8882 1.33055 0 0.0743524 
1700 314.513 3080.69 0.131966 0 0 319.927 314.513 0 0.00405562 0.00260718 0 23.6318 1.21388 0 0.0626114 
1800 314.497 3537.77 0.121958 0 0 319.935 314.497 0 0.00334855 0.00273973 0 24.4578 1.20529 0 0.0533634 
1900 314.485 3624.19 0.121604 0 0 319.925 314.485 0 0.00287081 0.00223285 0 25.4434 1.32258 0 0.043259 
2000 314.469 3529.67 0.12485 0 0 319.91 314.469 0 0.00228385 0.00228385 0 26.5387 1.38652 0 0.0417789 
2100 314.491 3148.72 0.133507 0 0 319.921 314.491 0 0.00228013 0.0019544 0 28.0186 1.68634 0 0.0420555 
2200 314.576 2775.13 0.143372 0 0 319.928 314.576 0 0.00925335 0.00701978 0 29.9451 1.94966 0 0.0471572 
2300 314.479 2437.2 0.152172 0 0 319.95 314.479 0 0.00430769 0.00338462 0 31.8742 2.16804 0 0.0533934 
2400 314.44 2145.95 0.159921 0 0 319.961 314.44 0 0.00822803 0.00499559 0 34.7452 2.31071 0 0.0649897 
2500 314.394 2059.86 0.162087 0 0 319.964 314.394 0 0.0163417 0.0126147 0 36.3326 1.5813 0 0.07338 
