# Avida Host Tasks data
# Wed Feb 21 15:48:51 2024
# First column gives the current update, next columns give the number
# of Hosts that have the particular task
#  1: Update
#  2: Not
#  3: Nand
#  4: And
#  5: OrNot
#  6: Or
#  7: AndNot
#  8: Nor
#  9: Xor
# 10: Equals

0 0 0 0 0 0 0 0 0 0 
100 941 0 0 0 0 0 0 0 0 
200 3250 4 0 0 0 0 0 0 0 
300 3479 2 0 0 0 0 0 0 0 
400 3563 7 0 0 0 0 0 0 0 
500 3565 11 0 0 0 0 0 0 0 
600 3562 13 0 0 0 0 0 0 0 
700 3571 15 0 0 0 0 0 0 0 
800 3571 14 0 0 0 0 0 0 0 
900 3579 11 0 0 0 0 0 0 0 
1000 3580 17 0 0 0 0 0 0 0 
1100 3581 20 0 0 0 0 0 0 0 
1200 3587 12 0 0 0 0 0 0 0 
1300 3588 15 0 0 0 0 0 0 0 
1400 3593 15 0 0 0 0 0 0 0 
1500 3594 22 0 0 0 0 0 0 0 
1600 3595 14 0 0 0 0 0 0 0 
1700 3589 19 0 0 0 0 0 0 0 
1800 3589 16 0 0 0 0 0 0 0 
1900 3587 16 0 0 0 0 0 0 0 
2000 3590 22 0 0 0 0 0 0 0 
2100 3584 22 2 0 0 0 0 0 0 
2200 3585 24 0 1 0 0 0 0 0 
2300 3579 23 0 2 0 0 0 0 0 
2400 3573 31 0 2 0 0 0 0 0 
2500 3572 47 2 4 0 0 0 0 0 
2600 3565 49 1 2 0 0 0 0 0 
2700 3571 48 2 2 0 0 0 0 0 
2800 3565 44 3 3 0 0 0 0 0 
2900 3570 34 0 2 0 0 0 0 0 
3000 3570 43 0 3 0 0 0 0 0 
3100 3579 21 0 3 0 0 0 0 0 
3200 3584 19 0 1 0 0 0 0 0 
3300 3582 17 0 0 0 0 0 0 0 
3400 3575 22 0 0 0 0 0 0 0 
3500 3577 25 0 0 0 0 0 0 0 
