# Wed Feb 21 15:48:51 2024
#  1: Update
#  2: Unique Phenotypes (by task done)
#  3: Shannon Diversity of Phenotypes (by task done)
#  4: Unique Phenotypes (by task count)
#  5: Average Phenotype Shannon Diversity (by task count)
#  6: Average Task Diversity (number of different tasks)

0 1 0 1 0 0 
100 2 0.829597 2 0 0.261898 
200 3 0.466458 5 0 0.904643 
300 3 0.212336 6 0 0.967751 
400 2 0.020462 6 0 1 
500 3 0.0314593 7 0.000256866 1.00028 
600 2 0.0347031 6 0 1 
700 3 0.041462 7 0.000558036 1.00056 
800 3 0.0391951 7 0.000558191 1.00056 
900 3 0.0321111 6 0.000557414 1.00056 
1000 3 0.0478076 6 0.00167084 1.00167 
1100 3 0.0541724 8 0.00139043 1.00139 
1200 3 0.0356236 6 0.00166991 1.00167 
1300 3 0.0420421 6 0.00334169 1.00334 
1400 3 0.0413536 6 0.00361613 1.00362 
1500 3 0.0554276 6 0.00584145 1.00584 
1600 2 0.0367789 5 0.0038943 1.00389 
1700 3 0.0523357 4 0.00361613 1.00362 
1800 3 0.0456027 4 0.00222408 1.00222 
1900 3 0.0455633 3 0.00194661 1.00195 
2000 3 0.0592894 3 0.00417014 1.00417 
2100 4 0.0664104 4 0.00389538 1.0039 
2200 4 0.0676756 4 0.00445186 1.00445 
2300 4 0.0690256 4 0.00362016 1.00362 
2400 4 0.0870183 4 0.0047367 1.00474 
2500 5 0.128145 5 0.00862549 1.00863 
2600 5 0.126155 5 0.00667965 1.00668 
2700 5 0.125136 5 0.00722825 1.00723 
2800 5 0.120832 5 0.00612302 1.00612 
2900 4 0.0935746 4 0.0047367 1.00474 
3000 4 0.11521 4 0.00584145 1.00584 
3100 4 0.0673537 4 0.00306236 1.00306 
3200 4 0.0565532 4 0.00278242 1.00278 
3300 3 0.047989 3 0.00194878 1.00195 
3400 3 0.0580085 3 0.00111328 1.00111 
3500 3 0.065793 3 0.00194715 1.00195 
