# Avida Host Tasks data
# Thu Feb 22 14:08:38 2024
# First column gives the current update, next columns give the number
# of Hosts that have the particular task
#  1: Update
#  2: Not
#  3: Nand
#  4: And
#  5: OrNot
#  6: Or
#  7: AndNot
#  8: Nor
#  9: Xor
# 10: Equals

0 0 0 0 0 0 0 0 0 0 
100 935 0 0 0 0 0 0 0 0 
200 3038 0 0 0 0 0 0 0 0 
300 3262 0 0 0 0 0 0 0 0 
400 3361 0 0 0 0 0 0 0 0 
500 3294 0 0 0 0 0 0 0 0 
600 2999 0 0 0 0 0 0 0 0 
700 2748 0 0 0 0 0 0 0 0 
800 2615 0 0 0 0 0 0 0 0 
900 2503 0 0 2 0 0 0 0 0 
1000 2457 0 0 2 0 0 0 0 0 
1100 2419 2 0 2 0 0 0 0 0 
1200 2399 5 0 0 0 0 0 0 0 
1300 2379 11 0 0 0 0 0 0 0 
1400 2399 20 0 0 0 0 0 0 0 
1500 2388 44 0 0 0 0 0 0 0 
1600 2408 84 0 0 0 0 0 0 0 
1700 2358 163 0 0 0 0 0 0 0 
1800 2329 270 0 0 0 0 0 0 0 
1900 2249 447 0 0 0 0 0 0 0 
2000 1979 810 0 0 0 0 0 0 0 
2100 1706 1183 0 4 0 0 0 0 0 
2200 1464 1529 0 7 0 0 0 0 0 
2300 1325 1718 0 16 0 0 0 0 0 
2400 1248 1769 0 20 0 0 0 0 0 
2500 1168 1800 0 23 0 0 0 0 0 
2600 1059 1808 0 24 0 0 0 0 0 
2700 983 1768 0 36 0 0 0 0 0 
2800 922 1689 0 74 0 0 0 0 0 
2900 872 1664 2 100 0 0 0 0 0 
3000 889 1580 4 146 0 0 0 0 0 
3100 850 1552 5 197 0 0 0 0 0 
3200 826 1493 9 288 0 0 0 0 0 
3300 762 1451 22 368 0 0 0 0 0 
3400 718 1400 27 468 0 0 0 0 0 
3500 684 1380 62 568 0 0 0 0 0 
3600 672 1311 111 700 0 0 0 0 0 
3700 631 1229 184 789 0 0 0 0 0 
3800 566 1153 385 804 0 4 0 0 0 
3900 525 1067 548 821 0 12 0 0 0 
4000 414 915 993 736 4 13 0 0 0 
4100 346 775 1379 663 4 26 0 0 0 
4200 277 654 1737 579 12 33 0 0 0 
4300 228 478 2026 553 8 65 0 0 0 
4400 230 388 1958 653 17 146 0 0 0 
4500 210 315 1839 816 27 193 0 0 0 
4600 187 224 1506 1030 35 423 0 0 0 
4700 173 170 1190 1210 57 565 0 0 0 
4800 179 111 904 1226 47 934 0 0 0 
4900 151 78 683 1104 78 1374 0 0 0 
5000 173 72 672 975 128 1474 0 0 0 
