# Avida Host Tasks data
# Thu Feb 22 17:06:20 2024
# First column gives the current update, next columns give the number
# of Hosts that have the particular task
#  1: Update
#  2: Not
#  3: Nand
#  4: And
#  5: OrNot
#  6: Or
#  7: AndNot
#  8: Nor
#  9: Xor
# 10: Equals

0 0 0 0 0 0 0 0 0 0 
100 917 0 0 0 0 0 0 0 0 
200 3153 0 0 0 0 0 0 0 0 
300 3369 0 0 0 0 0 0 0 0 
400 3457 2 0 0 0 0 0 0 0 
500 3384 2 0 0 0 0 0 0 0 
600 3165 6 0 0 0 0 0 0 0 
700 2939 11 0 0 0 0 0 0 0 
800 2777 33 0 0 0 0 0 0 0 
900 2643 77 0 0 0 0 0 0 0 
1000 2499 138 0 0 0 0 0 0 0 
1100 2322 376 0 0 0 0 0 0 0 
1200 2247 522 0 0 0 0 0 0 0 
1300 1831 1174 0 0 0 0 0 0 0 
1400 1503 1685 0 2 0 0 0 0 0 
1500 1174 2175 0 4 0 0 0 0 0 
1600 824 2666 1 2 0 0 0 0 0 
1700 930 2592 6 2 0 0 0 0 0 
1800 707 2831 15 7 0 0 0 0 0 
1900 912 2636 17 7 0 0 0 0 0 
2000 1155 2374 34 7 0 0 0 0 0 
2100 1548 1945 55 16 0 0 0 0 0 
2200 2087 1409 57 10 0 0 0 0 0 
2300 2323 1093 101 14 0 0 0 0 0 
2400 2446 997 85 12 0 0 0 0 0 
2500 2328 1047 150 10 0 0 0 0 0 
