# Avida tasks data
# Thu Feb  8 23:07:53 2024
# First column gives the current update, next columns give the number
# of Parasites that have the particular task
#  1: Update
#  2: Not
#  3: Nand
#  4: And
#  5: OrNot
#  6: Or
#  7: AndNot
#  8: Nor
#  9: Xor
# 10: Equals

0 0 0 0 0 0 0 0 0 0 
100 977 883 7 203 1 0 13 0 0 
200 2454 2019 11 496 0 10 17 0 0 
300 3304 2677 15 679 0 10 29 0 0 
400 2916 2302 10 530 0 9 22 0 0 
500 2526 1946 4 432 0 10 15 0 0 
600 2075 1549 4 306 1 9 9 0 0 
700 1822 1314 11 271 0 5 14 0 0 
800 1614 1138 10 215 0 3 15 0 0 
900 1442 987 10 158 0 4 19 0 0 
1000 1090 792 39 118 0 2 13 0 0 
1100 966 700 177 80 0 2 8 0 0 
1200 1114 728 735 50 0 2 8 0 0 
1300 2020 1213 2093 62 0 2 6 0 0 
1400 2441 1417 2722 61 0 2 2 0 0 
1500 2342 1313 2708 63 0 0 1 0 0 
1600 2140 1182 2537 54 0 0 0 0 0 
1700 1813 988 2139 39 0 2 0 0 0 
1800 1538 796 1765 36 0 1 0 0 0 
1900 1329 693 1524 25 0 0 0 0 0 
2000 970 492 1079 7 0 2 0 0 0 
2100 717 367 758 21 0 17 0 0 0 
2200 568 251 469 13 0 112 0 0 0 
2300 709 161 254 14 0 513 0 0 0 
2400 1850 142 223 55 0 1883 0 0 0 
2500 2064 167 223 80 0 2218 0 0 0 
2600 1826 236 339 82 0 1867 0 0 0 
2700 1447 416 553 72 0 1280 0 0 0 
2800 1388 778 1022 106 0 833 0 0 0 
2900 1537 1159 1496 116 0 642 0 0 0 
3000 1313 1123 1378 161 0 534 0 0 0 
3100 1133 974 1134 284 0 602 0 0 0 
3200 944 753 783 629 0 867 0 0 0 
3300 862 681 629 1067 0 1182 0 0 0 
3400 920 760 718 1457 0 1409 0 0 0 
3500 949 928 881 1562 0 1353 0 0 0 
3600 1048 1123 1063 1620 1 1205 0 0 0 
3700 1111 1314 1256 1589 1 1014 0 0 0 
3800 1229 1518 1443 1606 0 866 0 0 0 
3900 1255 1520 1428 1636 0 850 0 0 0 
4000 1192 1445 1371 1633 0 866 0 0 0 
4100 1115 1330 1255 1621 0 903 0 0 0 
4200 1060 1189 1129 1606 0 950 0 0 0 
4300 1078 1120 1071 1690 0 1092 0 0 0 
4400 992 1032 999 1695 0 1167 0 0 0 
4500 1043 1087 1013 1738 0 1174 0 0 0 
4600 1044 1136 1057 1790 0 1162 0 0 0 
4700 1083 1243 1145 1747 0 1132 0 0 0 
4800 1103 1285 1180 1766 0 1113 0 0 0 
4900 1087 1331 1221 1742 0 1046 0 0 0 
5000 1003 1314 1157 1662 0 1046 0 0 0 
