# Avida Host Tasks data
# Thu Feb  8 23:07:53 2024
# First column gives the current update, next columns give the number
# of Hosts that have the particular task
#  1: Update
#  2: Not
#  3: Nand
#  4: And
#  5: OrNot
#  6: Or
#  7: AndNot
#  8: Nor
#  9: Xor
# 10: Equals

0 0 0 0 0 0 0 0 0 0 
100 936 0 0 0 0 0 0 0 0 
200 2961 2 0 0 0 0 0 0 0 
300 3171 1 2 0 0 0 0 0 0 
400 3076 1 4 0 0 0 0 0 0 
500 2703 3 14 0 0 0 0 0 0 
600 2251 3 27 0 0 0 0 0 0 
700 2032 4 95 0 0 0 0 0 0 
800 1852 4 269 0 0 0 0 0 0 
900 1668 7 476 0 0 0 0 0 0 
1000 1341 15 1154 0 0 4 0 0 0 
1100 1194 14 1535 0 0 2 0 0 0 
1200 876 10 2247 0 0 2 0 0 0 
1300 778 23 2463 0 0 4 0 0 0 
1400 763 26 2485 0 0 8 0 0 0 
1500 722 35 2391 0 0 26 0 0 0 
1600 655 42 2195 0 0 59 0 0 0 
1700 566 43 1833 0 0 113 0 0 0 
1800 489 58 1557 0 0 301 0 0 0 
1900 461 74 1344 0 0 468 0 0 0 
2000 384 74 983 5 0 1142 0 0 0 
2100 327 84 732 12 0 1781 0 0 0 
2200 260 83 584 14 0 2285 0 0 0 
2300 162 69 415 26 0 2763 0 0 0 
2400 138 71 531 34 0 2702 0 0 0 
2500 105 118 706 52 0 2510 0 0 0 
2600 94 178 1083 89 0 2053 0 0 0 
2700 68 241 1473 119 0 1489 0 0 0 
2800 56 349 1624 230 0 1073 0 0 0 
2900 56 346 1683 287 0 943 0 0 0 
3000 62 313 1430 548 0 948 0 0 0 
3100 58 285 1124 761 0 1058 0 0 0 
3200 59 223 890 1003 0 1150 0 0 0 
3300 51 211 836 1184 0 1068 0 0 0 
3400 55 255 909 1148 0 987 0 0 0 
3500 55 310 998 1052 0 902 0 0 0 
3600 41 359 1107 946 0 831 0 0 0 
3700 47 367 1176 846 0 758 0 0 0 
3800 45 351 1227 743 0 757 0 0 0 
3900 50 329 1157 666 0 841 0 0 0 
4000 46 325 1106 599 0 923 0 0 0 
4100 45 273 1049 540 0 1052 0 0 0 
4200 50 243 1017 478 0 1183 0 0 0 
4300 46 233 1017 431 0 1278 0 0 0 
4400 51 235 1024 381 0 1358 0 0 0 
4500 54 269 1075 321 0 1347 0 0 0 
4600 56 270 1155 311 0 1323 0 0 0 
4700 56 261 1203 271 0 1303 0 0 0 
4800 59 256 1205 253 0 1275 0 0 0 
4900 58 242 1232 209 0 1294 0 0 0 
5000 51 250 1208 179 0 1347 0 0 0 
