# Avida Host Tasks data
# Thu Feb  8 22:55:50 2024
# First column gives the current update, next columns give the number
# of Hosts that have the particular task
#  1: Update
#  2: Not
#  3: Nand
#  4: And
#  5: OrNot
#  6: Or
#  7: AndNot
#  8: Nor
#  9: Xor
# 10: Equals

0 0 0 0 0 0 0 0 0 0 
100 886 0 0 0 0 0 0 0 0 
200 2586 0 0 0 0 0 0 0 0 
300 2671 0 0 0 0 0 0 0 0 
400 2598 0 0 0 0 0 0 0 0 
500 2349 0 0 0 0 0 0 0 0 
600 2141 0 0 0 0 0 0 0 0 
700 2079 0 0 0 0 0 0 0 0 
800 2037 0 0 0 0 0 0 0 0 
900 2057 0 0 0 0 0 0 0 0 
1000 2090 0 0 0 0 0 0 0 0 
1100 2119 0 0 0 0 0 0 0 0 
1200 2150 0 0 0 0 0 0 0 0 
1300 2142 0 0 0 0 0 0 0 0 
1400 2105 0 0 0 0 0 0 0 0 
1500 2111 0 0 0 0 0 0 0 0 
1600 2089 0 0 0 0 0 0 0 0 
1700 2097 0 0 0 0 0 0 0 0 
1800 2098 0 0 0 0 0 0 0 0 
1900 2108 0 0 0 0 0 0 0 0 
2000 2094 0 0 0 0 0 0 0 0 
2100 2084 0 0 0 0 0 0 0 0 
2200 2109 0 0 0 0 0 0 0 0 
2300 2076 0 0 0 0 0 0 0 0 
2400 2059 0 0 0 0 0 0 0 0 
2500 2063 0 0 0 0 0 0 0 0 
2600 2087 2 0 0 0 0 0 0 0 
2700 2057 1 0 0 0 0 0 0 0 
2800 2077 2 0 0 0 0 0 0 0 
2900 2062 6 0 0 0 0 0 0 0 
3000 2057 8 0 0 0 0 0 0 0 
3100 2055 9 0 0 0 0 0 0 0 
3200 2058 7 0 0 0 0 0 0 0 
3300 2058 9 0 0 0 0 0 0 0 
3400 2065 9 0 0 0 0 0 0 0 
3500 2039 18 0 0 0 0 0 0 0 
3600 2024 28 0 0 0 0 0 0 0 
3700 2013 51 0 0 0 0 0 0 0 
3800 1970 102 0 0 0 0 0 0 0 
3900 1962 153 0 0 0 0 0 0 0 
4000 1942 268 0 0 0 0 0 0 0 
4100 1871 355 0 0 0 0 0 0 0 
4200 1822 498 2 0 0 0 0 0 0 
4300 1775 638 6 0 0 0 0 0 0 
4400 1710 716 18 3 0 0 0 0 0 
4500 1626 798 34 7 0 0 0 0 0 
4600 1516 845 100 12 0 0 0 0 0 
4700 1374 880 180 15 0 0 0 0 0 
4800 1205 855 452 23 0 0 0 0 0 
4900 976 774 901 42 0 2 0 0 0 
5000 758 658 1436 52 0 7 0 0 0 
