# Avida tasks data
# Thu Feb  8 22:55:50 2024
# First column gives the current update, next columns give the number
# of Parasites that have the particular task
#  1: Update
#  2: Not
#  3: Nand
#  4: And
#  5: OrNot
#  6: Or
#  7: AndNot
#  8: Nor
#  9: Xor
# 10: Equals

0 0 0 0 0 0 0 0 0 0 
100 1606 1154 2 1598 2 83 1 0 0 
200 2799 1906 2 2639 1 115 1 0 0 
300 3168 2105 2 2953 1 117 1 0 0 
400 2366 1501 5 2131 0 80 2 0 0 
500 2061 1257 9 1815 0 70 0 0 0 
600 1891 1141 8 1607 0 61 0 0 0 
700 1824 1096 5 1514 0 47 0 0 0 
800 1750 1018 3 1379 0 42 0 0 0 
900 1758 1025 1 1368 0 36 0 0 0 
1000 1780 1009 0 1353 0 34 0 0 0 
1100 1830 1019 2 1336 0 34 0 0 0 
1200 1875 1022 1 1311 0 26 0 0 0 
1300 1900 1014 2 1284 0 35 0 0 0 
1400 1851 953 2 1196 1 22 0 0 0 
1500 1848 958 2 1176 1 21 0 0 0 
1600 1842 940 3 1137 5 10 2 0 0 
1700 1819 918 6 1056 5 6 2 0 0 
1800 1794 884 8 1016 4 5 3 0 0 
1900 1828 904 7 991 4 4 1 0 0 
2000 1814 912 5 973 2 10 0 0 0 
2100 1827 861 7 882 3 12 0 0 0 
2200 1795 832 3 817 2 10 0 0 0 
2300 1822 778 2 786 1 5 0 0 0 
2400 1780 770 2 765 0 1 0 0 0 
2500 1793 739 0 747 0 1 0 0 0 
2600 1812 752 0 718 0 1 0 0 0 
2700 1800 755 0 674 0 0 0 0 0 
2800 1819 767 2 684 0 0 0 0 0 
2900 1793 731 1 635 0 0 0 0 0 
3000 1780 701 1 597 0 3 0 0 0 
3100 1785 697 0 566 0 2 1 0 0 
3200 1787 659 0 497 0 2 2 0 0 
3300 1805 610 0 468 0 0 2 0 0 
3400 1812 605 1 461 0 0 7 0 0 
3500 1818 598 1 456 0 1 6 0 0 
3600 1794 578 0 415 0 0 7 0 0 
3700 1777 555 0 373 0 0 4 0 0 
3800 1766 528 4 351 0 0 7 0 0 
3900 1792 543 3 397 0 0 12 0 0 
4000 1808 631 1 395 0 0 13 0 0 
4100 1844 781 1 432 0 0 17 0 0 
4200 1851 965 0 465 0 2 23 0 0 
4300 1942 1161 0 478 0 2 36 0 0 
4400 2014 1322 2 475 0 1 56 0 0 
4500 2049 1437 5 447 0 0 69 0 0 
4600 1979 1493 9 428 0 0 84 0 0 
4700 1889 1496 11 378 0 3 76 0 0 
4800 1760 1478 4 348 0 0 66 0 0 
4900 1446 1264 9 289 1 0 36 0 0 
5000 1045 980 15 213 1 0 16 0 0 
